ann_term	generic	annotation
PF06301	0	Bacteriophage lambda Kil protein
PF06303	0.194464535831607	MatP N-terminal domain
PF06305	0	Lipopolysaccharide assembly protein A domain
PF06308	0.270957047369112	23S rRNA methylase leader peptide (ErmC)
PF06315	0.111803398874989	Isocitrate dehydrogenase kinase/phosphatase (AceK)
PF06316	0.443661405846818	Enterobacterial Ail/Lom protein
PF06319	0.111803398874989	DNA repair protein MmcB-like
PF06322	0	Phage NinH protein
PF06323	0.111803398874989	Phage antitermination protein Q
PF06325	0.111803398874989	Ribosomal protein L11 methyltransferase (PrmA)
PF06353	0.111803398874989	Protein of unknown function (DUF1062)
PF06356	0	Protein of unknown function (DUF1064)
PF06366	0.28434913465623	Flagellar protein FlhE
PF06368	0.392774937971778	Methylaspartate mutase E chain (MutE)
PF06379	0.346547163758212	L-rhamnose-proton symport protein (RhaT)
PF06381	0	Protein of unknown function (DUF1073)
PF06392	0.111803398874989	Acid shock protein repeat
PF06403	0.157109975188711	Lamprin
PF06406	0.811214903865286	StbA protein
PF06411	0	HdeA/HdeB family
PF06412	0.301892763255977	Conjugal transfer protein TraD
PF06414	0.455452202608308	Zeta toxin
PF06415	0	BPG-independent PGAM N-terminus (iPGM_N)
PF06416	0.536632726866619	Effector protein NleG
PF06418	0	CTP synthase N-terminus
PF06421	0	GTP-binding protein LepA C-terminus
PF06426	0	Serine acetyltransferase, N-terminal
PF06429	2.08881136328593	Flagellar basal body rod FlgEFG protein C-terminal
PF06434	0	Aconitate hydratase 2 N-terminus
PF06440	0.27443843698761	DNA polymerase III, theta subunit
PF06443	0.111803398874989	SEF14-like adhesin
PF06445	0.414148508800614	GyrI-like small molecule binding domain
PF06450	0	Bacterial Na+/H+ antiporter B (NhaB)
PF06463	0.223606797749979	Molybdenum Cofactor Synthesis C
PF06472	0.382364396414689	ABC transporter transmembrane region 2
PF06476	0.111803398874989	Protein of unknown function (DUF1090)
PF06480	0.27443843698761	FtsH Extracellular
PF06481	0	COX Aromatic Rich Motif
PF06496	0.359324260314598	Protein of unknown function (DUF1097)
PF06500	0.191182198207345	Alpha/beta hydrolase of unknown function (DUF1100)
PF06504	0.265053135346409	Replication protein C (RepC)
PF06506	0.27443843698761	Propionate catabolism activator
PF06508	0.223606797749979	Queuosine biosynthesis protein QueC
PF06511	0.28434913465623	Invasion plasmid antigen IpaD
PF06519	0.670820393249937	TolA C-terminal
PF06523	0.371236387893486	Protein of unknown function (DUF1106)
PF06526	0	Protein of unknown function (DUF1107)
PF06527	0.461148813126632	TniQ
PF06528	0.191182198207345	Phage P2 GpE
PF06530	0.157109975188711	Phage antitermination protein Q
PF06545	0.728706153554262	Protein of unknown function (DUF1116)
PF06551	0.609912838761471	Protein of unknown function (DUF1120)
PF06558	0	Secretion monitor precursor protein (SecM)
PF06560	0.111803398874989	Glucose-6-phosphate isomerase (GPI)
PF06564	0.371236387893486	Cellulose biosynthesis protein BcsQ
PF06568	0.490253099190431	Domain of unknown function (DUF1127)
PF06572	0	Protein of unknown function (DUF1131)
PF06574	0	FAD synthetase
PF06576	0.265053135346409	Protein of unknown function (DUF1133)
PF06580	0.447213595499958	Histidine kinase
PF06586	0.691723219689948	TraK protein
PF06590	0.111803398874989	PerB protein
PF06610	0	L-alanine exporter
PF06611	0	Protein of unknown function (DUF1145)
PF06613	0.157109975188711	KorB C-terminal beta-barrel domain
PF06616	0.111803398874989	BsuBI/PstI restriction endonuclease C-terminus
PF06622	0.382364396414689	SepQ protein
PF06628	0	Catalase-related immune-responsive
PF06629	0.501737487466418	MltA-interacting protein MipA
PF06630	0.341256056653258	Enterobacterial exodeoxyribonuclease VIII
PF06634	0.111803398874989	Protein of unknown function (DUF1156)
PF06643	0.159111456835146	Protein of unknown function (DUF1158)
PF06649	0.371236387893486	Protein of unknown function (DUF1161)
PF06666	0.219320007803175	Protein of unknown function (DUF1173)
PF06667	0.159111456835146	Phage shock protein B
PF06672	0.219320007803175	Protein of unknown function (DUF1175)
PF06674	0.111803398874989	Protein of unknown function (DUF1176)
PF06688	0.332805489243922	Protein of unknown function (DUF1187)
PF06689	0.111803398874989	ClpX C4-type zinc finger
PF06693	0.352208223798639	Protein of unknown function (DUF1190)
PF06711	0	Protein of unknown function (DUF1198)
PF06715	0.799426218284722	Gp5 C-terminal repeat (3 copies)
PF06717	0.111803398874989	Protein of unknown function (DUF1202)
PF06719	0.111803398874989	AraC-type transcriptional regulator N-terminus
PF06722	0.512501929604271	Protein of unknown function (DUF1205)
PF06723	0.301892763255977	MreB/Mbl protein
PF06725	0.111803398874989	3D domain
PF06733	0.270957047369112	DEAD_2
PF06738	0	Putative threonine/serine exporter
PF06744	0.670230453470665	Type VI secretion protein IcmF C-terminal
PF06750	0.479814046258904	Bacterial Peptidase A24 N-terminal domain
PF06751	0.157109975188711	Ethanolamine ammonia lyase large subunit (EutB)
PF06754	0.111803398874989	Phosphonate metabolism protein PhnG
PF06755	1.7635102365539	CbtA_toxin of type IV toxin-antitoxin system
PF06761	0.670230453470665	Intracellular multiplication and human macrophage-killing
PF06763	0	Prophage minor tail protein Z (GPZ)
PF06769	0.428236004966148	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF06778	0.111803398874989	Chlorite dismutase
PF06779	0.219320007803175	Uncharacterised MFS-type transporter YbfB
PF06786	0	Uncharacterised protein family (UPF0253)
PF06788	0.371236387893486	Uncharacterised protein family (UPF0257)
PF06790	0.243588675923112	Uncharacterised protein family (UPF0259)
PF06791	0.111803398874989	Prophage tail length tape measure protein
PF06794	0	Uncharacterised protein family (UPF0270)
PF06798	0.111803398874989	PrkA serine protein kinase C-terminal domain
PF06804	0.111803398874989	NlpB/DapX lipoprotein
PF06805	0.157109975188711	Bacteriophage lambda tail assembly protein I
PF06806	0.502525268588178	Putative excisionase (DUF1233)
PF06808	1.24651412681703	Tripartite ATP-independent periplasmic transporter, DctM component
PF06812	1.13899522676009	ImpA, N-terminal, type VI secretion system
PF06820	0.111803398874989	Putative prophage tail fibre C-terminus
PF06826	0.545261521274222	Predicted Permease Membrane Region
PF06827	0.270957047369112	Zinc finger found in FPG and IleRS
PF06831	0.270957047369112	Formamidopyrimidine-DNA glycosylase H2TH domain
PF06832	0.157109975188711	Penicillin-Binding Protein C-terminus Family
PF06834	0.71156806696482	TraU protein
PF06835	0.111803398874989	Lipopolysaccharide-assembly, LptC-related
PF06853	0.111803398874989	Protein of unknown function (DUF1249)
PF06857	0.111803398874989	Malonate decarboxylase delta subunit (MdcD)
PF06864	0.505507640578799	Pilin accessory protein (PilO)
PF06865	0	Protein of unknown function (DUF1255)
PF06872	0.423778960774289	EspG protein
PF06877	0.251262634294089	Regulator of ribonuclease activity B
PF06889	1.1800021454604	Protein of unknown function (DUF1266)
PF06890	0	Bacteriophage Mu Gp45 protein
PF06891	0	P2 phage tail completion protein R (GpR)
PF06892	0.111803398874989	Phage regulatory protein CII (CP76)
PF06894	0.111803398874989	Bacteriophage lambda tail assembly chaperone, TAC, protein G
PF06899	0.159111456835146	WzyE protein, O-antigen assembly polymerase
PF06902	0	Divergent 4Fe-4S mono-cluster
PF06923	0.111803398874989	Glucitol operon activator protein (GutM)
PF06924	0.720297934138403	Protein of unknown function (DUF1281)
PF06930	0.111803398874989	Protein of unknown function (DUF1282)
PF06932	0.371236387893486	Protein of unknown function (DUF1283)
PF06940	0.111803398874989	Domain of unknown function (DUF1287)
PF06942	0	GlpM protein
PF06945	0.191182198207345	Protein of unknown function (DUF1289)
PF06952	0.767104534655224	PsiA protein
PF06953	0.376526429216774	Arsenical resistance operon trans-acting repressor ArsD
PF06956	0.371236387893486	Regulator of RNA terminal phosphate cyclase
PF06958	0.475840362551257	S-type Pyocin
PF06965	0	Na+/H+ antiporter 1
PF06968	0.35556159892895	Biotin and Thiamin Synthesis associated domain
PF06969	0.44933143021295	HemN C-terminal domain
PF06977	0.432098207308817	SdiA-regulated
PF06983	0.157109975188711	3-demethylubiquinone-9 3-methyltransferase
PF06986	0.79545783329914	Type-1V conjugative transfer system mating pair stabilisation
PF06992	0	Replication protein P
PF06995	0.219320007803175	Phage P2 GpU
PF06996	0.719418717534678	Type VI secretion, TssG
PF06998	0.332805489243922	Protein of unknown function (DUF1307)
PF07005	0.682048292584712	Putative sugar-binding N-terminal domain
PF07007	0.527563062401194	Lysozyme inhibitor LprI
PF07012	0.752632510726538	Curlin associated repeat
PF07017	0.194464535831607	Antimicrobial peptide resistance and lipid A acylation protein PagP
PF07022	0.223606797749979	Bacteriophage CI repressor helix-turn-helix domain
PF07023	0	Protein of unknown function (DUF1315)
PF07026	0.157109975188711	Protein of unknown function (DUF1317)
PF07027	0.157109975188711	Protein of unknown function (DUF1318)
PF07030	0	Protein of unknown function (DUF1320)
PF07037	0.335410196624968	Putative transcription regulator (DUF1323)
PF07041	0	Protein of unknown function (DUF1327)
PF07042	0.157109975188711	TrfA protein
PF07043	0.317974204829116	Protein of unknown function (DUF1328)
PF07057	0.615722278345224	DNA helicase TraI
PF07063	0.191182198207345	Domain of unknown function (DUF1338)
PF07071	0.317974204829116	KDGP aldolase
PF07072	0	Cell division protein
PF07073	0	Modulator of Rho-dependent transcription termination (ROF)
PF07081	0.157109975188711	Protein of unknown function (DUF1349)
PF07085	0	DRTGG domain
PF07090	0.495390141610694	Putative glutamine amidotransferase
PF07091	0.157109975188711	Ribosomal RNA methyltransferase (FmrO)
PF07095	0	Intracellular growth attenuator protein IgaA
PF07102	0.28434913465623	Protein of unknown function (DUF1364)
PF07105	0.28434913465623	Protein of unknown function (DUF1367)
PF07119	0.223606797749979	Protein of unknown function (DUF1375)
PF07120	0.157109975188711	Protein of unknown function (DUF1376)
PF07125	0	Protein of unknown function (DUF1378)
PF07126	0	Cell-division protein ZapC
PF07128	1.34723110325201	Protein of unknown function (DUF1380)
PF07130	0.111803398874989	YebG protein
PF07131	0.111803398874989	Protein of unknown function (DUF1382)
PF07148	0	Maltose operon periplasmic protein precursor (MalM)
PF07151	0.527112987191383	Protein of unknown function (DUF1391)
PF07152	0	YaeQ protein
PF07157	0	DNA circularisation protein N-terminus
PF07166	0.382364396414689	Protein of unknown function (DUF1398)
PF07168	0.805047368682604	Ureide permease
PF07178	0.756407230752177	TraL protein
PF07179	0.111803398874989	SseB protein N-terminal domain
PF07180	0.420216942163227	CaiF/GrlA transcriptional regulator
PF07191	0	zinc-ribbons
PF07195	0.452664404709647	Flagellar hook-associated protein 2 C-terminus
PF07196	0.420216942163227	Flagellin hook IN motif
PF07201	0.61159678948748	HrpJ-like domain
PF07208	0	Protein of unknown function (DUF1414)
PF07214	0.191182198207345	Protein of unknown function (DUF1418)
PF07219	0	HemY protein N-terminus
PF07221	0.501737487466418	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)
PF07226	0.111803398874989	Protein of unknown function (DUF1422)
PF07233	0.111803398874989	Protein of unknown function (DUF1425)
PF07237	0.111803398874989	Protein of unknown function (DUF1428)
PF07238	0.392976309396426	PilZ domain
PF07244	0	Surface antigen variable number repeat
PF07254	0	Membrane-bound toxin component of toxin-antitoxin system
PF07256	0.111803398874989	Protein of unknown function (DUF1435)
PF07262	0.111803398874989	CDI immunity protein
PF07264	0	Etoposide-induced protein 2.4 (EI24)
PF07273	0.111803398874989	Protein of unknown function (DUF1439)
PF07274	0.581219799814324	Protein of unknown function (DUF1440)
PF07275	0.545261521274222	Antirestriction protein (ArdA)
PF07278	0	Protein of unknown function (DUF1441)
PF07282	1.10350419980503	Putative transposase DNA-binding domain
PF07283	0.157109975188711	Conjugal transfer protein TrbH
PF07287	0.392774937971778	Acyclic terpene utilisation family protein AtuA
PF07290	0.191182198207345	Protein of unknown function (DUF1449)
PF07295	0.111803398874989	Zinc-ribbon containing domain
PF07296	0.566886901854039	TraP protein
PF07302	0	AroM protein
PF07305	0.111803398874989	Protein of unknown function (DUF1454)
PF07308	0.56869826931246	Protein of unknown function (DUF1456)
PF07317	0.219320007803175	Flagellar regulator YcgR
PF07331	0.6934366808727	Tripartite tricarboxylate transporter TctB family
PF07332	0.157109975188711	Putative Actinobacterial Holin-X, holin superfamily III
PF07338	1.09074066114426	Protein of unknown function (DUF1471)
PF07339	0.730874281384886	Protein of unknown function (DUF1472)
PF07348	0	Syd protein (SUKH-2)
PF07350	0.466436802942521	Protein of unknown function (DUF1479)
PF07351	0.157109975188711	Protein of unknown function (DUF1480)
PF07352	0	Bacteriophage Mu Gam like protein
PF07356	0.111803398874989	Protein of unknown function (DUF1481)
PF07358	0.51311903028489	Protein of unknown function (DUF1482)
PF07361	0.332805489243922	Cytochrome b562
PF07362	0.771218828227539	Post-segregation antitoxin CcdA
PF07366	0.111803398874989	SnoaL-like polyketide cyclase
PF07369	0.111803398874989	Protein of unknown function (DUF1488)
PF07377	0.157109975188711	Protein of unknown function (DUF1493)
PF07383	0.157109975188711	Protein of unknown function (DUF1496)
PF07385	0.503154605426628	D-lyxose isomerase
PF07388	0.346547163758212	Alpha-2,8-polysialyltransferase (POLYST)
PF07395	0.301892763255977	Mig-14
PF07409	0	Phage protein GP46
PF07411	0.43864001560635	Domain of unknown function (DUF1508)
PF07417	0.219320007803175	Transcriptional regulator Crl
PF07419	0.461148813126632	PilM
PF07424	0.533527786281256	TrbM
PF07429	0.111803398874989	4-alpha-L-fucosyltransferase glycosyl transferase group 56
PF07434	0.541914094738224	CblD like pilus biogenesis initiator
PF07437	0.111803398874989	YfaZ precursor
PF07445	0	Primosomal replication protein priC
PF07449	0.157109975188711	Hydrogenase-1 expression protein HyaE
PF07450	0.471329925566134	Formate hydrogenlyase maturation protein HycH
PF07455	0.157109975188711	Phage polarity suppression protein (Psu)
PF07463	0	NUMOD4 motif
PF07470	0.111803398874989	Glycosyl Hydrolase Family 88
PF07471	0.191182198207345	Phage DNA packaging protein Nu1
PF07476	0.392774937971778	Methylaspartate ammonia-lyase C-terminus
PF07478	0	D-ala D-ala ligase C-terminus
PF07479	0	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF07484	0.807794308948522	Phage Tail Collar Domain
PF07489	0.382364396414689	Translocated intimin receptor (Tir) C-terminus
PF07490	0.382364396414689	Translocated intimin receptor (Tir) N-terminus
PF07497	0	Rho termination factor, RNA-binding domain
PF07498	0	Rho termination factor, N-terminal domain
PF07499	0.346547163758212	RuvA, C-terminal domain
PF07503	0.223606797749979	HypF finger
PF07506	0.395984592463336	RepB plasmid partitioning protein
PF07507	0.191182198207345	WavE lipopolysaccharide synthesis
PF07508	0.346547163758212	Recombinase
PF07510	0.795159406039228	Protein of unknown function (DUF1524)
PF07511	0.243588675923112	Protein of unknown function (DUF1525)
PF07514	0.463885625362245	Putative helicase
PF07515	0.392774937971778	Putative conjugal transfer nickase/helicase TraI C-term
PF07516	0.111803398874989	SecA Wing and Scaffold domain
PF07517	0.111803398874989	SecA DEAD-like domain
PF07549	0	SecD/SecF GG Motif
PF07559	0.452664404709647	Flagellar basal body protein FlaE
PF07638	0.157109975188711	ECF sigma factor
PF07650	0	KH domain
PF07655	0.414148508800614	Secretin N-terminal domain
PF07660	0.551034699911293	Secretin and TonB N terminus short domain
PF07662	0.555610053585759	Na+ dependent nucleoside transporter C-terminus
PF07663	0.32583874244164	Sorbitol phosphotransferase enzyme II C-terminus
PF07664	0.111803398874989	Ferrous iron transport protein B C terminus
PF07669	0.219320007803175	Eco57I restriction-modification methylase
PF07670	0.447213595499958	Nucleoside recognition
PF07676	0.664540385567825	WD40-like Beta Propeller Repeat
PF07679	0	Immunoglobulin I-set domain
PF07681	0.28434913465623	DoxX
PF07683	0.423778960774289	Cobalamin synthesis protein cobW C-terminal domain
PF07687	0.553327105856879	Peptidase dimerisation domain
PF07690	2.60464531466184	Major Facilitator Superfamily
PF07693	0.317974204829116	KAP family P-loop domain
PF07694	0.359324260314598	5TMR of 5TMR-LYT
PF07702	1.31784250225871	UTRA domain
PF07703	0.341256056653258	Alpha-2-macroglobulin family N-terminal region
PF07715	3.15024612259287	TonB-dependent Receptor Plug Domain
PF07717	0	Oligonucleotide/oligosaccharide-binding (OB)-fold
PF07719	0.248730956271219	Tetratricopeptide repeat
PF07720	1.30141111339805	Tetratricopeptide repeat
PF07722	0.475840362551257	Peptidase C26
PF07724	0.640287712228167	AAA domain (Cdc48 subfamily)
PF07728	0.64435228983664	AAA domain (dynein-related subfamily)
PF07729	1.38018298181478	FCD domain
PF07730	0.362611833469554	Histidine kinase
PF07731	0.423778960774289	Multicopper oxidase
PF07732	0.423778960774289	Multicopper oxidase
PF07733	0.157109975188711	Bacterial DNA polymerase III alpha subunit
PF07743	0	HSCB C-terminal oligomerisation domain
PF07745	0.157109975188711	Glycosyl hydrolase family 53
PF07748	0.590537193761062	Glycosyl hydrolases family 38 C-terminal domain
PF07751	0.157109975188711	Abi-like protein
PF07759	0.111803398874989	Protein of unknown function (DUF1615)
PF07769	0	psiF repeat
PF07789	0.191182198207345	Protein of unknown function (DUF1627)
PF07799	0.346547163758212	Protein of unknown function (DUF1643)
PF07804	1.042149677046	HipA-like C-terminal domain
PF07813	0	LTXXQ motif family protein
PF07819	0.265053135346409	PGAP1-like protein
PF07820	0.191182198207345	TraC-like protein
PF07825	0.317974204829116	Excisionase-like protein
PF07831	0.111803398874989	Pyrimidine nucleoside phosphorylase C-terminal domain
PF07833	0.497461912542437	Copper amine oxidase N-terminal domain
PF07836	0.487177351846223	DmpG-like communication domain
PF07840	0	FadR C-terminal domain
PF07848	0.501737487466418	PaaX-like protein
PF07859	0.689431980471027	alpha/beta hydrolase fold
PF07869	0.157109975188711	Protein of unknown function (DUF1656)
PF07881	0.111803398874989	L-fucose isomerase, first N-terminal domain
PF07882	0.111803398874989	L-fucose isomerase, second N-terminal domain
PF07883	0.837321679485673	Cupin domain
PF07885	0.317226908367504	Ion channel
PF07906	1.18401804639001	ShET2 enterotoxin, N-terminal region
PF07916	0.922211843094798	TraG-like protein, N-terminal region
PF07922	0.111803398874989	Glycosyltransferase family 52
PF07927	1.01062394563639	HicA toxin of bacterial toxin-antitoxin,
PF07929	0.157109975188711	Plasmid pRiA4b ORF-3-like protein
PF07943	0.341256056653258	Penicillin-binding protein 5, C-terminal domain
PF07944	0.523951635607425	Beta-L-arabinofuranosidase, GH127
PF07947	0	YhhN family
PF07963	2.52954065975763	Prokaryotic N-terminal methylation motif
PF07969	0.386480385799325	Amidohydrolase family
PF07972	0	NrdI Flavodoxin like
PF07973	0.317974204829116	Threonyl and Alanyl tRNA synthetase second additional domain
PF07977	0.96119321942224	FabA-like domain
PF07978	0.301892763255977	NIPSNAP
PF07979	0.432829957549034	Intimin C-type lectin domain
PF07991	0	Acetohydroxy acid isomeroreductase, NADPH-binding domain
PF07992	0.825234910936182	Pyridine nucleotide-disulphide oxidoreductase
PF07993	0.301892763255977	Male sterility protein
PF07995	0.157109975188711	Glucose / Sorbosone dehydrogenase
PF07996	0.568002273127917	Type IV secretion system proteins
PF08003	0.359324260314598	Protein of unknown function (DUF1698)
PF08007	0.317974204829116	Cupin superfamily protein
PF08013	0.527112987191383	Tagatose 6 phosphate kinase
PF08019	0.562403296891501	Domain of unknown function (DUF1705)
PF08020	0.847931212877644	Protein of unknown function (DUF1706)
PF08021	0.111803398874989	Siderophore-interacting FAD-binding domain
PF08022	0.157109975188711	FAD-binding domain
PF08029	0.157109975188711	HisG, C-terminal domain
PF08032	0.194464535831607	RNA 2'-O ribose methyltransferase substrate binding
PF08046	0.157109975188711	IlvGEDA operon leader peptide
PF08047	0.317974204829116	Histidine operon leader peptide
PF08048	0.725223666939109	Tap RepA1 leader peptide
PF08049	0.157109975188711	IlvB leader peptide
PF08052	0	PyrBI operon leader peptide
PF08053	0.111803398874989	Tryptophanase operon leader peptide
PF08054	0.111803398874989	Leucine operon leader peptide
PF08085	0.403897154474261	Entericidin EcnA/B family
PF08125	0.932449476012752	Mannitol dehydrogenase C-terminal domain
PF08134	0	cIII protein family
PF08136	0.157109975188711	30S ribosomal protein subunit S22 family
PF08139	0.157109975188711	Prokaryotic membrane lipoprotein lipid attachment site
PF08173	0.367810834705263	Membrane bound YbgT-like protein
PF08178	0.219320007803175	GnsA/GnsB toxin of bacterial toxin-antitoxin system
PF08206	0.223606797749979	Ribonuclease B OB domain
PF08207	0.111803398874989	Elongation factor P (EF-P) KOW-like domain
PF08211	0	Cytidine and deoxycytidylate deaminase zinc-binding region
PF08212	0.243588675923112	Lipocalin-like domain
PF08218	0.159111456835146	Citrate lyase ligase C-terminal domain
PF08220	2.12575377546979	DeoR-like helix-turn-helix domain
PF08223	0.501737487466418	PaaX-like protein C-terminal domain
PF08238	6.75932314415346	Sel1 repeat
PF08239	0.111803398874989	Bacterial SH3 domain
PF08240	2.17348812578109	Alcohol dehydrogenase GroES-like domain
PF08241	0.550603811249092	Methyltransferase domain
PF08242	1.75090392568011	Methyltransferase domain
PF08244	0.728163112899398	Glycosyl hydrolases family 32 C terminal
PF08245	0.111803398874989	Mur ligase middle domain
PF08254	0.332805489243922	Threonine leader peptide
PF08255	0.332805489243922	Trp-operon Leader Peptide
PF08264	0.270957047369112	Anticodon-binding domain of tRNA
PF08267	0	Cobalamin-independent synthase, N-terminal domain
PF08272	0	Topoisomerase I zinc-ribbon-like
PF08273	0.332805489243922	Zinc-binding domain of primase-helicase
PF08274	0	PhnA Zinc-Ribbon
PF08275	0.111803398874989	DNA primase catalytic core, N-terminal domain
PF08278	0.111803398874989	DNA primase DnaG DnaB-binding
PF08279	0.679608040423004	HTH domain
PF08281	0.80189648626462	Sigma-70, region 4
PF08282	0.55117825460955	haloacid dehalogenase-like hydrolase
PF08298	0.111803398874989	PrkA AAA domain
PF08299	0.157109975188711	Bacterial dnaA protein helix-turn-helix
PF08323	0	Starch synthase catalytic domain
PF08328	0.332805489243922	Adenylosuccinate lyase C-terminal
PF08331	0.159111456835146	Domain of unknown function (DUF1730)
PF08334	0.579037831343154	Type II secretion system (T2SS), protein G
PF08335	0.388929071663215	GlnD PII-uridylyltransferase
PF08338	0	Domain of unknown function (DUF1731)
PF08339	0.44933143021295	RTX C-terminal domain
PF08340	0.157109975188711	Domain of unknown function (DUF1732)
PF08343	0	Ribonucleotide reductase N-terminal
PF08345	0.514197174415822	Flagellar M-ring protein C-terminal
PF08346	0.219320007803175	AntA/AntB antirepressor
PF08348	0.157109975188711	YheO-like PAS domain
PF08349	0.347686749746618	Protein of unknown function (DUF1722)
PF08351	0.111803398874989	Domain of unknown function (DUF1726)
PF08352	0.976868543816789	Oligopeptide/dipeptide transporter, C-terminal region
PF08357	0	SEFIR domain
PF08361	0.270957047369112	MAATS-type transcriptional repressor, C-terminal region
PF08362	0.301892763255977	YcdC-like protein, C-terminal region
PF08364	0.157109975188711	Bacterial translation initiation factor IF-2 associated region
PF08378	0.65301152411953	Nuclease-related domain
PF08388	1.54668899118182	Group II intron, maturase-specific domain
PF08400	0.191182198207345	Prophage tail fibre N-terminal
PF08401	0.463885625362245	Domain of unknown function (DUF1738)
PF08402	0.640287712228167	TOBE domain
PF08406	0.111803398874989	CbbQ/NirQ/NorQ C-terminal
PF08410	0.111803398874989	Domain of unknown function (DUF1737)
PF08411	0.157109975188711	Exonuclease C-terminal
PF08436	0.157109975188711	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal
PF08437	0.634453816735009	Glycosyl transferase family 8 C-terminal
PF08442	0.466436802942521	ATP-grasp domain
PF08443	0	RimK-like ATP-grasp domain
PF08447	0.443661405846818	PAS fold
PF08448	0.432829957549034	PAS fold
PF08459	0.392774937971778	UvrC Helix-hairpin-helix N-terminal
PF08461	0.111803398874989	Ribonuclease R winged-helix domain
PF08463	0.527112987191383	EcoEI R protein C-terminal
PF08468	0.243588675923112	Methyltransferase small domain N-terminal
PF08478	0	POTRA domain, FtsQ-type
PF08479	0.729140294881755	POTRA domain, ShlB-type
PF08482	0	ATP-dependent helicase C-terminal
PF08483	0.479978902489936	IstB-like ATP binding N-terminal
PF08485	0.219320007803175	Polysaccharide biosynthesis protein C-terminal
PF08486	0.317974204829116	Stage II sporulation protein
PF08494	0.475840362551257	DEAD/H associated
PF08496	0	Peptidase family S49 N-terminal
PF08497	0.194464535831607	Radical SAM N-terminal
PF08501	0.191182198207345	Shikimate dehydrogenase substrate binding domain
PF08502	0	LeuA allosteric (dimerisation) domain
PF08521	0.159111456835146	Two-component sensor kinase N-terminal
PF08525	0.191182198207345	Opacity-associated protein A N-terminal motif
PF08529	0.352208223798639	NusA N-terminal domain
PF08532	0.157109975188711	Beta-galactosidase trimerisation domain
PF08533	0.157109975188711	Beta-galactosidase C-terminal domain
PF08534	0.69707798811825	Redoxin
PF08535	0.219320007803175	KorB domain
PF08536	0.219320007803175	Whirly transcription factor
PF08541	0.414148508800614	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
PF08543	0.157109975188711	Phosphomethylpyrimidine kinase
PF08544	0.111803398874989	GHMP kinases C terminal
PF08545	0.414148508800614	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
PF08546	0.111803398874989	Ketopantoate reductase PanE/ApbA C terminal
PF08645	0.382364396414689	Polynucleotide kinase 3 phosphatase
PF08659	0.615079494707901	KR domain
PF08660	0.111803398874989	Oligosaccharide biosynthesis protein Alg14 like
PF08665	0.265053135346409	PglZ domain
PF08666	0.655912737326652	SAF domain
PF08667	0.111803398874989	BetR domain
PF08669	0.301892763255977	Glycine cleavage T-protein C-terminal barrel domain
PF08676	0.111803398874989	MutL C terminal dimerisation domain
PF08681	0.758809026857553	Protein of unknown function (DUF1778)
PF08706	0.28434913465623	D5 N terminal like
PF08708	0.527112987191383	Primase C terminal 1 (PriCT-1)
PF08719	0.443661405846818	Domain of unknown function (DUF1768)
PF08721	0.157109975188711	TnsA endonuclease C terminal
PF08722	0.432829957549034	TnsA endonuclease N terminal
PF08747	0.265053135346409	Domain of unknown function (DUF1788)
PF08748	0	Phage tail assembly chaperone
PF08751	0.636445827340584	TrwC relaxase
PF08753	0.111803398874989	NikR C terminal nickel binding domain
PF08755	0.157109975188711	Hemimethylated DNA-binding protein YccV like
PF08765	0	Mor transcription activator family
PF08774	0.219320007803175	VRR-NUC domain
PF08775	0.483755090248952	ParB family
PF08786	0.550603811249092	DcrB
PF08798	0.495390141610694	CRISPR associated protein
PF08803	0	Putative mono-oxygenase ydhR
PF08805	0.550603811249092	PilS N terminal
PF08808	0.111803398874989	RES domain
PF08809	0	Phage related hypothetical protein (DUF1799)
PF08813	0	Phage tail tube protein, TTP
PF08816	0.159111456835146	Inhibitor of vertebrate lysozyme (Ivy)
PF08822	0	Protein of unknown function (DUF1804)
PF08840	0.317974204829116	BAAT / Acyl-CoA thioester hydrolase C terminal
PF08841	0.301892763255977	Diol dehydratase reactivase ATPase-like domain
PF08843	0.582443564930641	Nucleotidyl transferase AbiEii toxin, Type IV TA system
PF08845	0.56869826931246	Toxin SymE, type I toxin-antitoxin system
PF08849	0.332805489243922	Putative inner membrane protein (DUF1819)
PF08861	0	Domain of unknown function DUF1828
PF08867	0.111803398874989	FRG domain
PF08870	0.191182198207345	DNA sulphur modification protein DndE
PF08873	0	Domain of unknown function (DUF1834)
PF08878	0.157109975188711	Domain of unknown function (DUF1837)
PF08884	0.243588675923112	Flagellin D3 domain
PF08891	0	YfcL protein
PF08900	0.219320007803175	Domain of unknown function (DUF1845)
PF08918	0.28434913465623	PhoQ Sensor
PF08937	0.395984592463336	MTH538 TIR-like domain (DUF1863)
PF08943	0.157109975188711	CsiD
PF08946	0.111803398874989	Osmosensory transporter coiled coil
PF08956	0	Domain of unknown function (DUF1869)
PF08965	0.159111456835146	Domain of unknown function (DUF1870)
PF08971	0.111803398874989	Glycogen synthesis protein
PF08972	0	Domain of unknown function (DUF1902)
